Patent,Cit_Year,Citation
6010087,1989,4883238
6010088,1980,4220026
6010088,1987,4664773
6010088,1990,4914935
6010088,1991,5052124
6010088,1992,5079937
6010088,1994,5282524
6010089,1975,3899143
6010090,1988,4723724
6010090,1989,4828195
6010090,1992,5104055
6010090,1994,5370335
6010090,1995,5458033
6010090,1996,5505405
6010090,1996,5557997
6010090,1998,5725176
6010090,1998,5839688
6010091,1978,4075747
6010091,1979,4138074
6010091,1986,4605179
6010091,1992,5094394
6010091,1992,5152471
6010092,1981,4293137
6010092,1987,4650132
6010092,1990,4917326
6010092,1990,4921186
6010092,1991,5069395
6010092,1992,5096133
6010092,1992,5098203
6010092,1993,5197270
6010092,1995,5385007
6010092,1995,5440184
6010092,1996,5509621
6010092,1997,5645355
6010092,1997,5665293
6010092,1998,5704613
6010092,1998,5763972
6010093,1975,3881531
6010093,1978,4112753
6010093,1978,4120259
6010093,1982,4365772
6010093,1987,4640474
6010093,1988,4768739
6010093,1989,4842219
6010093,1989,4842221
6010093,1991,4995572
6010093,1992,5080302
6010093,1992,5115997
6010093,1995,5470032
6010093,1997,5645248
6010093,1997,5646343
6010093,1998,5757157
6010094,1992,5156359
6010094,1998,5741032
6010094,1997,5887916
6010095,1975,3892490
6010095,1975,3901607
6010095,1976,3996787
6010095,1977,4053127
6010095,1978,4095456
6010095,1980,4210021
6010095,1981,4269192
6010095,1982,4333004
6010095,1984,4461178
6010095,1985,4553137
6010095,1986,4628736
6010095,1988,4745804
6010095,1989,4797660
6010095,1989,4819480
6010095,1990,4980673
6010095,1991,5061836
6010095,1993,5243185
6010095,1994,5296853
6010095,1995,5398547
6010095,1995,5400144
6010095,1996,5484121
6010095,1997,5596320
6010095,1998,5748091
6010095,1998,5760711
6010095,1998,5796106
6010096,1975,3863870
6010096,1977,4014617
6010096,1977,4043834
6010096,1981,4293731
6010096,1983,4371134
6010096,1983,4394529
6010096,1985,4561614
6010096,1991,4988060
6010096,1991,5037043
6010096,1994,5319905
6010096,1995,5393018
6010096,1996,5509747
6010096,1996,5520747
6010096,1997,5673459
6010096,1998,5785280
6010096,1998,5810296
6010096,1999,5909860
6010098,1976,3987984
6010098,1981,4252287
6010098,1982,4341176
6010098,1982,4349169
6010098,1983,4386574
6010098,1989,4865275
6010098,1996,5529458
6010098,1996,5531407
6010098,1997,5626312
6010099,1986,4624472
6010099,1994,5297890
6010099,1996,5558411
6010099,1998,5806813
6010100,1976,3951367
6010100,1986,4588152
6010100,1990,4903920
6010100,1990,4903921
6010100,1991,5054741
6010100,1995,5411228
6010100,1997,5615852
6010100,1997,5669589
6010100,1998,5739474
6010101,1989,4834235
6010101,1990,4921192
6010101,1992,5152483
6010101,1993,5209350
6010101,1994,5339951
6010101,1994,5356003
6010101,1995,5407155
6010101,1995,5415285
6010101,1996,5516064
6010101,1997,5597144
6010101,1997,5634616
6010101,1997,5673879
6010101,1997,5681016
6010101,1998,5762189
6010101,1998,5799786
6010101,1998,5816399
6010101,1998,5816544
6010101,1998,5823485
6010101,1998,5829719
6010101,1999,5857567
6010101,1999,5860521
6010102,1982,4325143
6010102,1989,4836482
6010102,1989,4863130
6010102,1991,5016850
6010102,1991,5020754
6010102,1991,5042418
6010102,1992,5137238
6010102,1994,5313337
6010102,1994,5339551
6010102,1995,5435511
6010102,1997,5678793
6010102,1997,5695164
6010103,1984,4447030
6010103,1993,5180019
6010103,1996,5509632
6010103,1997,5626244
6010104,1987,4657213
6010104,1987,4697780
6010104,1989,4795211
6010104,1991,4984722
6010104,1991,5058787
6010104,1992,5118059
6010104,1992,5139222
6010104,1993,5199678
6010104,1994,5279452
6010104,1994,5320406
6010104,1995,5474272
6010104,1996,5533782
6010104,1997,5697587
6010104,1998,5813579
6010104,1999,5865412
6010104,1999,5906348
6010105,1979,4170333
6010105,1994,5323996
6010106,1984,4479318
6010106,1986,4589682
6010106,1987,4645237
6010106,1989,4819964
6010106,1992,5087078
6010106,1992,5152492
6010106,1993,5237956
6010106,1993,5249546
6010107,1975,3905324
6010107,1979,4163426
6010107,1982,4348978
6010107,1985,4519153
6010107,1986,4590883
6010107,1986,4593877
6010107,1987,4650147
6010107,1989,4884524
6010107,1991,4986209
6010107,1993,5233938
6010107,1993,5249381
6010107,1996,5483916
6010108,1975,3872906
6010108,1985,4541601
6010108,1990,4913395
6010108,1995,5393031
6010108,1996,5507117
6010108,1998,5707037
6010109,1983,4404688
6010109,1985,4516616
6010109,1986,4625862
6010109,1987,4710980
6010109,1991,5075918
6010109,1992,5147703
6010109,1995,5394914
6010110,1977,4005334
6010110,1985,4517481
6010110,1987,4668845
6010110,1994,5278366
6010110,1994,5302083
6010110,1995,5382766
6010110,1995,5421701
6010111,1982,4365779
6010111,1985,4547027
6010111,1986,4589713
6010111,1988,4762378
6010111,1988,4781347
6010111,1989,4834329
6010111,1991,5024415
6010111,1996,5588625
6010111,1997,5626435
6010111,1997,5632463
6010111,1997,5701347
6010112,1976,3931953
6010112,1978,4096881
6010112,1986,4568058
6010112,1986,4613111
6010112,1992,5150734
6010113,1978,4094492
6010113,1980,4188862
6010114,1979,4164236
6010114,1996,5494257
6010115,1980,4201365
6010115,1980,4221307
6010115,1983,4377274
6010115,1988,4765361
6010115,1991,5020776
6010115,1994,5330158
6010116,1976,3930637
6010116,1987,4673166
6010116,1988,4792122
6010116,1990,4910933
6010116,1995,5409196
6010116,1996,5542649
6010116,1996,5556080
6010117,1983,4369953
6010118,1978,4121583
6010118,1980,4225542
6010118,1987,4674494
6010118,1988,4748314
6010118,1988,4773410
6010118,1988,4774032
6010118,1989,4825863
6010118,1993,5255674
6010118,1995,5392770
6010119,1976,3947006
6010119,1977,4052088
6010119,1978,4108423
6010119,1998,5711514
6010120,1988,4720084
6010120,1989,4828234
6010120,1992,5098072
6010120,1992,5114124
6010120,1992,5145156
6010120,1992,5170998
6010120,1993,5180148
6010120,1993,5246212
6010120,1995,5393041
6010121,1984,4432538
6010121,1991,4981289
6010122,1975,3866900
6010122,1976,3948504
6010122,1976,3961781
6010122,1978,4106148
6010122,1981,4279409
6010122,1982,4349185
6010122,1988,4720089
6010122,1990,4969862
6010122,1991,5030193
6010122,1991,5046710
6010122,1992,5078374
6010123,1984,4448407
6010123,1987,4657240
6010123,1987,4703926
6010123,1988,4775142
6010123,1997,5639078
6010123,1998,5713566
6010124,1976,3944794
6010124,1981,4278344
6010124,1983,4379549
6010124,1988,4739369
6010124,1988,4786039
6010124,1990,4905044
6010124,1990,4908673
6010124,1990,4956651
6010124,1990,4957285
6010124,1991,5008709
6010124,1991,5031003
6010124,1992,5084741
6010124,1993,5201505
6010124,1994,5280897
6010124,1994,5327206
6010124,1995,5460360
6010124,1996,5559594
6010124,1998,5754934
6010125,1986,4593895
6010125,1996,5560596
6010126,1989,4887806
6010126,1994,5277416
6010126,1996,5549289
6010126,1998,5718424
6010126,1998,5764384
6010127,1976,3944794
6010127,1978,4078787
6010127,1980,4231567
6010127,1990,4958823
6010127,1993,5257070
6010127,1994,5313258
6010127,1994,5356263
6010127,1996,5532793
6010127,1996,5543909
6010127,1997,5652942
6010128,1985,4551203
6010128,1987,4692215
6010128,1989,4809445
6010128,1991,5022166
6010128,1991,5046712
6010128,1993,5183251
6010129,1992,5080342
6010129,1995,5390910
6010129,1995,5449167
6010129,1996,5499811
6010129,1997,5632479
6010129,1999,5857670
6010129,1999,5890050
6010130,1976,3934881
6010130,1977,4055344
6010130,1984,4474558
6010131,1976,3964359
6010131,1990,4965983
6010131,1991,5067309
6010131,1997,5609337
6010132,1980,4195476
6010132,1980,4202554
6010132,1982,4358120
6010132,1983,4415309
6010132,1983,4422288
6010132,1985,4541741
6010132,1986,4567730
6010132,1986,4580346
6010132,1988,4730876
6010132,1988,4756536
6010132,1988,4781388
6010132,1988,4785623
6010132,1989,4809990
6010132,1990,4901522
6010132,1990,4971336
6010132,1991,4989886
6010132,1991,5002288
6010132,1991,5026252
6010132,1991,5029875
6010132,1991,5066025
6010132,1991,5074748
6010132,1991,5076590
6010132,1992,5090710
6010132,1992,5106104
6010132,1992,5110033
6010132,1992,5114159
6010132,1992,5135237
6010132,1992,5174582
6010132,1993,5176389
6010132,1993,5181728
6010132,1993,5181827
6010132,1993,5192084
6010132,1993,5201530
6010132,1994,5318309
6010132,1994,5335920
6010132,1994,5351971
6010132,1994,5374068
6010132,1995,5400586
6010132,1995,5401036
6010132,1995,5474305
6010132,1995,5474306
6010132,1996,5503405
6010133,1982,4340462
6010133,1982,4355937
6010133,1984,4433951
6010133,1984,4483654
6010133,1986,4593915
6010133,1988,4753417
6010133,1989,4795299
6010133,1989,4804086
6010133,1990,4917556
6010133,1991,5002255
6010133,1992,5100276
6010133,1992,5120019
6010133,1992,5150882
6010133,1994,5295522
6010133,1994,5344542
6010133,1995,5383338
6010133,1997,5697750
6010133,1998,5730573
6010134,1989,4797513
6010134,1990,4912287
6010134,1990,4928349
6010135,1983,4382639
6010135,1985,4514015
6010135,1990,4944642
6010135,1994,5348317
6010135,1994,5348318
6010135,1996,5501473
6010135,1996,5553873
6010135,1997,5669616
6010136,1993,5207438
6010136,1994,5374071
6010136,1995,5390941
6010136,1995,5411276
6010136,1995,5413362
6010136,1996,5511805
6010136,1996,5575489
6010136,1997,5630596
6010136,1997,5630597
6010136,1997,5639104
6010136,1998,5755449
6010136,1999,5868404
6010137,1994,5335924
6010137,1995,5462296
6010137,1995,5465984
6010137,1996,5486012
6010137,1996,5505469
6010137,1996,5511804
6010137,1996,5570759
6010137,1997,5590889
6010137,1997,5634647
6010137,1997,5649715
6010137,1997,5653454
6010137,1997,5655783
6010137,1997,5702113
6010137,1998,5735537
6010137,1998,5741017
6010138,1992,5079858
6010138,1994,5299823
6010138,1995,5435080
6010138,1998,5704139
6010138,1998,5727797
6010138,1998,5820155
6010139,1981,4270771
6010139,1990,4973080
6010139,1991,5040823
6010139,1995,5447332
6010139,1996,5480188
6010139,1996,5562305
6010140,1987,4638682
6010140,1988,4771651
6010140,1991,5033325
6010140,1992,5163339
6010141,1976,3944296
6010141,1979,4169635
6010141,1985,4542912
6010141,1988,4752081
6010141,1990,4946184
6010141,1991,5066035
6010141,1992,5165713
6010141,1992,5165714
6010141,1993,5263856
6010141,1995,5431424
6010141,1996,5482308
6010141,1996,5522613
6010141,1997,5620770
6010141,1997,5622767
6010141,1998,5746438
6010142,1977,4033601
6010142,1978,4067756
6010142,1978,4078823
6010142,1979,4148498
6010142,1987,4697819
6010142,1988,4737199
6010142,1991,4989892
6010142,1993,5265899
6010143,1982,4318501
6010143,1994,5344175
6010143,1997,5593172
6010143,1998,5735539
6010144,1975,3858989
6010144,1977,4050714
6010144,1978,4072257
6010144,1986,4576501
6010144,1986,4620718
6010144,1987,4711595
6010144,1991,4989892
6010144,1991,4998841
6010144,1991,5025932
6010144,1992,5169168
6010144,1993,5184840
6010144,1993,5186483
6010144,1994,5333888
6010144,1995,5449100
6010144,1997,5593172
6010145,1979,4175768
6010145,1980,4240555
6010145,1986,4577772
6010145,1993,5249823
6010145,1995,5415311
6010145,1995,5449224
6010145,1995,5465996
6010145,1997,5653458
6010145,1997,5664799
6010145,1998,5749589
6010146,1975,3904222
6010146,1976,3944250
6010146,1976,3966227
6010146,1982,4325568
6010146,1988,4770439
6010146,1991,5060972
6010146,1995,5435593
6010146,1997,5658008
6010146,1997,5692772
6010146,1997,5697636
6010146,1998,5735542
6010146,1998,5779261
6010146,1998,5791682
6010147,1992,5145207
6010147,1994,5310213
6010147,1995,5431442
6010147,1996,5505484
6010147,1996,5544912
6010148,1996,5577766
6010148,1997,5625333
6010148,1997,5630617
6010148,1997,5678851
6010148,1999,5855392
6010149,1994,5322322
6010149,1996,5480181
6010149,1996,5588672
6010149,1998,5765869
6010149,1998,5788270
6010150,1976,3948541
6010150,1976,3971569
6010150,1982,4348037
6010150,1996,5556129
6010151,1975,3874694
6010151,1994,5303953
6010151,1995,5413378
6010151,1995,5454591
6010152,1993,5271525
6010152,1995,5470104
6010152,1996,5558367
6010152,1996,5564740
6010152,1996,5564743
6010152,1996,5566976
6010152,1996,5582428
6010152,1997,5685558
6010152,1999,5857699
6010152,1999,5863066
6010153,1991,5022674
6010153,1991,5076607
6010153,1992,5131680
6010153,1994,5290060
6010153,1995,5470104
6010153,1996,5542702
6010153,1996,5577769
6010153,1997,5601309
6010153,1997,5601310
6010153,1997,5602361
6010153,1997,5653463
6010154,1975,3895682
6010154,1981,4273344
6010154,1982,4345779
6010154,1983,4400986
6010154,1983,4402526
6010154,1986,4585380
6010154,1991,4984489
6010154,1991,5004267
6010154,1991,5012707
6010154,1994,5287776
6010154,1994,5299829
6010154,1995,5433850
6010154,1995,5451076
6010154,1996,5542321
6010154,1997,5615587
6010155,1980,4229018
6010155,1992,5149132
6010155,1994,5308115
6010155,1996,5561902
6010156,1990,4934846
6010156,1990,4938414
6010156,1992,5129682
6010156,1993,5190210
6010156,1993,5200903
6010156,1994,5292008
6010156,1994,5325303
6010156,1995,5388049
6010156,1995,5407718
6010156,1996,5501393
6010156,1996,5547227
6010156,1996,5573277
6010156,1998,5836622
6010157,1997,5601312
6010157,1997,5683111
6010157,1999,5893585
6010158,1993,5251935
6010158,1995,5379979
6010159,1975,3895220
6010159,1976,3999700
6010159,1977,4006050
6010159,1979,4149305
6010159,1980,4204639
6010159,1980,4214463
6010159,1981,4271352
6010159,1981,4306433
6010159,1984,4425772
6010159,1985,4521981
6010159,1985,4523088
6010159,1985,4536013
6010159,1986,4589687
6010159,1986,4630067
6010159,1987,4637635
6010159,1987,4637712
6010159,1987,4641347
6010159,1987,4653775
6010159,1987,4712929
6010159,1988,4746830
6010159,1988,4765653
6010159,1989,4824142
6010159,1989,4842304
6010159,1989,4857121
6010159,1989,4887763
6010159,1990,4904853
6010159,1990,4978146
6010159,1992,5156726
6010159,1993,5271787
6010159,1994,5294041
6010159,1995,5439255
6010159,1995,5476420
6010159,1996,5489123
6010159,1996,5495981
6010159,1996,5507526
6010159,1996,5529345
6010159,1996,5533459
6010159,1999,5887904
6010160,1981,4243254
6010160,1984,4423892
6010160,1985,4524995
6010160,1985,4526411
6010160,1985,4541658
6010160,1986,4573716
6010160,1986,4593943
6010160,1986,4601497
6010160,1986,4610468
6010160,1987,4637640
6010160,1987,4643466
6010160,1987,4669757
6010160,1987,4681351
6010160,1988,4721331
6010160,1988,4778203
6010160,1989,4810009
6010160,1989,4811975
6010160,1989,4828297
6010160,1989,4832378
6010160,1989,4842309
6010160,1989,4844515
6010160,1989,4867484
6010160,1990,4915136
6010160,1990,4936544
6010160,1990,4943091
6010160,1990,4946205
6010160,1990,4948175
6010160,1990,4948176
6010160,1990,4979765
6010160,1991,5002315
6010160,1991,5009454
6010160,1991,5033513
6010160,1991,5067754
6010160,1992,5105787
6010160,1992,5171028
6010160,1993,5178424
6010160,1993,5209523
6010160,1993,5226679
6010160,1994,5342099
6010160,1995,5425556
6010160,1995,5441313
6010161,1975,3929357
6010161,1981,4278276
6010161,1987,4707000
6010161,1997,5662359
6010161,1997,5681060
6010162,1978,4093282
6010162,1981,4275484
6010162,1986,4607867
6010162,1992,5144726
6010162,1993,5208949
6010162,1993,5216783
6010162,1995,5387016
6010162,1996,5530996
6010162,1996,5553358
6010163,1979,4153283
6010163,1983,4398756
6010163,1985,4521042
6010163,1985,4538840
6010163,1986,4572549
6010163,1986,4630849
6010163,1987,4696498
6010163,1987,4707001
6010163,1988,4732416
6010163,1988,4750761
6010163,1991,4984829
6010163,1996,5505502
6010164,1994,5348355
6010165,1988,4756563
6010165,1991,5046769
6010165,1991,5054827
6010165,1992,5100185
6010165,1992,5106135
6010165,1994,5277461
6010165,1994,5308128
6010165,1998,5738394
6010165,1998,5762383
6010166,1976,3951443
6010166,1977,4033155
6010166,1978,4068505
6010166,1990,4898008
6010166,1990,4972689
6010166,1992,5118149
6010166,1992,5146771
6010166,1994,5347689
6010166,1995,5413393
6010166,1995,5477710
6010166,1998,5737946
6010166,1998,5743118
6010167,1975,3858921
6010167,1994,5348357
6010167,1995,5431462
6010167,1996,5499851
6010167,1996,5584516
6010167,1997,5669642
6010167,1998,5743575
6010168,1975,3874715
6010168,1980,4240278
6010168,1986,4623175
6010168,1987,4663950
6010168,1987,4691541
6010168,1988,4776189
6010168,1992,5096237
6010168,1992,5103658
6010168,1992,5172944
6010168,1993,5184852
6010168,1993,5195448
6010169,1984,4483559
6010169,1986,4563028
6010169,1986,4623182
6010169,1988,4765665
6010169,1989,4826226
6010169,1989,4830416
6010169,1989,4875728
6010169,1989,4877279
6010169,1991,5066057
6010169,1992,5092643
6010169,1992,5108138
6010169,1992,5154462
6010169,1993,5226695
6010169,1993,5271650
6010169,1994,5290078
6010169,1995,5431464
6010169,1996,5498044
6010169,1996,5580109
6010170,1977,4024287
6010170,1989,4797974
6010171,1975,3905636
6010171,1978,4093294
6010171,1988,4787398
6010171,1992,5138754
6010171,1995,5439264
6010172,1981,4269337
6010172,1982,4326746
6010172,1986,4624496
6010172,1988,4761029
6010172,1993,5269580
6010172,1996,5547157
6010172,1997,5611427
6010172,1998,5709425
6010173,1995,5458390
6010174,1990,4925233
6010174,1991,4982992
6010174,1991,5004288
6010174,1991,5044687
6010174,1991,5071186
6010174,1995,5409285
6010174,1996,5538310
6010174,1997,5645308
6010174,1997,5653490
6010175,1989,4821374
6010175,1995,5383700
6010176,1980,4197681
6010176,1980,4215894
6010176,1980,4221256
6010176,1985,4538385
6010176,1990,4968085
6010176,1991,5062234
6010176,1992,5079048
6010176,1993,5238288
6010176,1994,5335960
6010176,1995,5445863
6010176,1997,5641192
6010177,1985,4529243
6010177,1987,4653801
6010177,1988,4729593
6010177,1992,5100195
6010177,1994,5311702
6010178,1990,4895409
6010178,1993,5209544
6010178,1994,5295722
6010178,1996,5542735
6010178,1996,5551743
6010178,1997,5654615
6010178,1998,5746470
6010178,1998,5769483
6010178,1998,5785375
6010179,1984,4440436
6010179,1995,5417465
6010179,1996,5509712
6010179,1996,5527081
6010180,1983,4396221
6010180,1995,5457913
6010180,1996,5503452
6010180,1996,5516184
6010180,1998,5752342
6010180,1998,5791727
6010181,1983,4408794
6010181,1992,5127666
6010181,1996,5580121
6010181,1997,5645312
6010182,1978,4129975
6010182,1985,4533172
6010182,1986,4573733
6010182,1995,5421666
6010182,1996,5531464
6010182,1997,5699698
6010183,1977,4025105
6010183,1986,4588224
6010183,1986,4588244
6010183,1989,4854637
6010183,1990,4923247
6010183,1990,4955665
6010183,1991,5022107
6010183,1992,5079790
6010183,1992,5106155
6010183,1993,5271659
6010183,1994,5275315
6010183,1994,5297304
6010183,1994,5310245
6010183,1994,5317773
6010183,1994,5343876
6010183,1994,5361435
6010183,1995,5408714
6010183,1996,5487197
6010183,1997,5620227
6010183,1997,5625895
6010184,1977,4065175
6010184,1988,4743063
6010184,1993,5248181
6010184,1995,5421636
6010184,1995,5470039
6010184,1996,5527096
6010184,1996,5564778
6010185,1998,5720512
6010185,1998,5782526
6010186,1981,4289350
6010186,1997,5685602
6010186,1999,5876093
6010187,1976,3976155
6010187,1978,4119044
6010187,1983,4373761
6010187,1983,4397374
6010187,1985,4531645
6010187,1985,4542909
6010187,1986,4632410
6010187,1989,4832355
6010187,1991,5072955
6010187,1992,5100198
6010187,1995,5460392
6010187,1996,5577744
6010187,1997,5695205
6010187,1998,5707067
6010187,1999,5899469
6010187,1999,5899526
6010188,1996,5489139
6010188,1997,5692801
6010189,1983,4384741
6010189,1985,4555085
6010189,1986,4626029
6010189,1987,4664445
6010189,1987,4709961
6010189,1988,4718726
6010189,1988,4763950
6010189,1989,4865384
6010189,1989,4877290
6010189,1990,4892354
6010189,1990,4906045
6010189,1990,4909472
6010189,1990,4915449
6010189,1990,4979778
6010189,1991,5018787
6010189,1991,5029940
6010189,1991,5050931
6010189,1991,5066069
6010189,1992,5114211
6010189,1992,5160184
6010189,1993,5203853
6010189,1993,5207479
6010189,1994,5282670
6010189,1994,5286088
6010189,1994,5320410
6010189,1994,5333368
6010189,1994,5348371
6010189,1994,5366274
6010189,1994,5370445
6010189,1995,5385388
6010189,1995,5393125
6010189,1995,5417473
6010189,1995,5417474
6010189,1995,5423594
6010189,1996,5564783
6010189,1996,5567012
6010189,1996,5577807
6010189,1996,5584533
6010189,1997,5601337
6010189,1997,5630647
6010189,1997,5630649
6010189,1997,5630650
6010189,1997,5658045
6010189,1997,5662381
6010189,1997,5683139
6010189,1997,5685607
6010189,1997,5685609
6010189,1998,5782536
6010189,1998,5810439
6010189,1998,5826940
6010189,1999,5873634
6010190,1979,4159147
6010190,1984,4440442
6010190,1985,4512609
6010190,1996,5482349
6010190,1996,5570931
6010190,1998,5795023
6010191,1978,4082352
6010191,1978,4103970
6010191,1993,5216936
6010191,1996,5573345
6010191,1997,5590931
6010191,1997,5681086
6010191,1998,5769494
6010191,1998,5788325
6010192,1977,4030781
6010192,1977,4031578
6010192,1978,4114948
6010192,1979,4165125
6010192,1980,4206945
6010192,1983,4383713
6010192,1984,4440443
6010192,1984,4490842
6010192,1985,4498704
6010192,1987,4679262
6010192,1990,4979777
6010192,1992,5143055
6010192,1993,5273342
6010192,1995,5411468
6010192,1996,5505523
6010192,1996,5567015
6010192,1997,5624156
6010192,1997,5690387
6010192,1998,5800019
6010193,1976,3992058
6010193,1980,4205879
6010193,1990,4890888
6010193,1990,4934750
6010193,1991,5005908
6010193,1991,5009467
6010193,1991,5050933
6010193,1991,5052728
6010193,1993,5184871
6010193,1993,5253923
6010193,1993,5265938
6010193,1993,5269589
6010193,1995,5393137
6010193,1995,5439268
6010193,1996,5529379
6010193,1996,5551754
6010193,1997,5681116
6010194,1977,4065181
6010194,1988,4761036
6010194,1990,4930593
6010195,1976,3983640
6010195,1985,4509796
6010195,1985,4524762
6010195,1985,4526421
6010195,1986,4585273
6010195,1986,4601517
6010195,1988,4746168
6010195,1990,4973105
6010195,1991,5007682
6010195,1994,5301914
6010195,1994,5310154
6010195,1995,5385384
6010195,1995,5439271
6010195,1995,5443239
6010195,1995,5464273
6010195,1995,5468050
6010195,1995,5472165
6010195,1996,5529376
6010195,1996,5547259
6010195,1996,5575533
6010195,1997,5607204
6010196,1975,3868147
6010196,1994,5366278
6010196,1996,5577809
6010196,1997,5639149
6010197,1995,5429421
6010197,1996,5489147
6010197,1997,5626401
6010197,1999,5882088
6010198,1993,5205623
6010198,1993,5246280
6010198,1994,5295740
6010198,1994,5322363
6010198,1995,5407257
6010198,1999,5938296
6010199,1978,4099794
6010200,1989,4863288
6010200,1990,4936641
6010200,1997,5671989
6010201,1988,4782754
6010201,1991,5070346
6010201,1993,5214450
6010201,1995,5386224
6010202,1982,4326206
6010202,1993,5266965
6010202,1996,5557304
6010203,1991,5055856
6010203,1993,5252993
6010203,1995,5426456
6010204,1979,4176363
6010204,1979,4177471
6010204,1980,4208139
6010204,1982,4313124
6010204,1982,4345262
6010204,1984,4459600
6010204,1984,4463359
6010204,1985,4558333
6010204,1986,4608577
6010204,1988,4723129
6010204,1988,4740796
6010204,1990,4970534
6010205,1984,4463359
6010205,1985,4533928
6010205,1988,4748453
6010205,1990,4907013
6010205,1991,4999646
6010205,1992,5124720
6010205,1992,5140429
6010205,1996,5572240
6010205,1997,5627571
6010206,1979,4180703
6010206,1992,5170416
6010206,1993,5184011
6010206,1994,5276970
6010206,1996,5488397
6010207,1985,4518270
6010207,1989,4834564
6010208,1982,4326205
6010208,1984,4443807
6010208,1985,4550326
6010208,1987,4675692
6010208,1987,4683481
6010208,1988,4791440
6010208,1989,4803499
6010208,1991,4989016
6010208,1992,5121143
6010208,1992,5124720
6010208,1993,5198834
6010208,1993,5208605
6010208,1994,5291226
6010208,1995,5414916
6010208,1996,5508725
6010208,1996,5519423
6010208,1996,5581284
6010208,1997,5635968
6010208,1997,5640183
6010209,1997,5659346
6010209,1998,5748214
6010209,1999,5880763
6010209,1999,5907340
6010210,1985,4558326
6010210,1986,4568954
6010210,1986,4629164
6010210,1997,5699091
6010211,1981,4253103
6010211,1994,5359356
6010211,1996,5524606
6010211,1998,5746724
6010212,1996,5481289
6010212,1997,5604523
6010213,1985,4509062
6010213,1988,4771295
6010213,1988,4794409
6010213,1991,5025271
6010213,1992,5116021
6010213,1993,5182581
6010213,1994,5280300
6010213,1995,5426459
6010213,1996,5509140
6010214,1989,4870430
6010214,1991,5030972
6010215,1979,4154513
6010215,1983,4405213
6010215,1988,4787729
6010215,1989,4880302
6010215,1992,5146245
6010215,1993,5200771
6010216,1987,4683587
6010216,1990,4902120
6010216,1995,5404385
6010216,1996,5563951
6010216,1997,5606743
6010217,1981,4271537
6010217,1981,4271538
6010217,1982,4315335
6010217,1984,4443893
6010217,1984,4446576
6010217,1985,4498202
6010217,1985,4515448
6010217,1986,4613217
6010217,1988,4736466
6010217,1988,4737918
6010217,1988,4741611
6010217,1988,4761315
6010217,1989,4859048
6010217,1989,4867550
6010217,1991,5050979
6010217,1991,5056156
6010217,1992,5131101
6010217,1993,5208614
6010217,1993,5220689
6010217,1994,5287562
6010217,1994,5347323
6010217,1995,5390369
6010217,1995,5412814
6010217,1996,5541674
6010217,1996,5555038
6010217,1997,5648832
6010217,1997,5689323
6010218,1981,4271537
6010218,1981,4271538
6010218,1985,4515448
6010218,1986,4613217
6010218,1988,4736466
6010218,1988,4737918
6010218,1988,4741611
6010218,1988,4761315
6010218,1989,4859048
6010218,1989,4867550
6010218,1991,5050979
6010218,1992,5131101
6010218,1993,5208614
6010218,1993,5220689
6010218,1994,5287562
6010218,1994,5347323
6010218,1995,5390369
6010218,1996,5541674
6010218,1996,5555038
6010219,1976,3971910
6010219,1978,4068933
6010219,1990,4952045
6010219,1993,5191365
6010219,1993,5270051
6010219,1994,5349395
6010219,1995,5428412
6010219,1996,5517260
6010220,1982,4335938
6010220,1990,4978208
6010220,1991,4991951
6010220,1994,5327281
6010220,1995,5471036
6010220,1996,5520851
6010220,1997,5618390
6010220,1997,5657150
6010221,1991,5028121
6010221,1994,5357289
6010221,1997,5605390
6010221,1997,5653520
6010221,1997,5653522
6010221,1997,5658060
6010221,1998,5786934
6010221,1998,5798819
6010222,1984,4449796
6010222,1988,4718755
6010222,1990,4898458
6010222,1991,5069538
6010222,1993,5179470
6010223,1975,3922065
6010223,1981,4243618
6010223,1999,5936770
6010224,1976,3992103
6010224,1977,4037096
6010224,1978,4084215
6010224,1989,4839779
6010224,1989,4861148
6010224,1998,5841596
6010225,1990,4930884
6010225,1995,5408713
6010226,1989,4840475
6010226,1992,5099362
6010227,1980,4220986
6010227,1984,4449168
6010227,1987,4674015
6010227,1988,4748543
6010227,1988,4791539
6010227,1989,4870549
6010227,1992,5136493
6010227,1992,5146392
6010227,1995,5440466
6010227,1996,5508898
6010228,1977,4001803
6010228,1985,4514789
6010228,1986,4631649
6010228,1991,4982176
6010228,1994,5309145
6010228,1995,5473517
6010228,1996,5523927
6010229,1990,4914308
6010229,1992,5136402
6010230,1980,4229785
6010230,1989,4803600
6010230,1991,5006970
6010230,1995,5469348
6010230,1999,5904415
6010231,1988,4745530
6010231,1989,4868384
6010231,1992,5087798
6010231,1992,5107082
6010231,1995,5434377
6010231,1996,5513082
6010231,1998,5813519
6010232,1988,4770384
6010232,1990,4974135
6010232,1992,5097400
6010232,1995,5422802
6010233,1991,5003435
6010233,1992,5096281
6010234,1980,4187531
6010234,1984,4446506
6010234,1991,5023756
6010234,1994,5311409
6010234,1996,5567038
6010235,1979,4163998
6010235,1982,4344115
6010235,1998,5746329
6010235,1998,5833349
6010235,1999,5895018
6010236,1997,5685635
6010237,1989,4858080
6010237,1990,4908560
6010237,1990,4973155
6010237,1992,5158352
6010237,1995,5416465
6010237,1995,5479323
6010237,1996,5526242
6010237,1996,5562336
6010237,1996,5588733
6010237,1999,5876113
